TimePeriod,,GeoID,GeoRank,Geography,10th percentile mcg/m3,90th percentile mcg/m3,Mean,Indicator,IndicatorID
Winter 2021,22,210,6,Throgs Neck and Co-op City (CD10),6.8,7.6,7.2,PM 2.5,365
Winter 2021,22,211,6,Morris Park and Bronxdale (CD11),7.1,7.7,7.3,PM 2.5,365
Winter 2021,22,212,6,Williamsbridge and Baychester (CD12),7.2,7.5,7.3,PM 2.5,365
Winter 2021,22,301,6,Greenpoint and Williamsburg (CD1),7,7.9,7.4,PM 2.5,365
Winter 2021,22,302,6,Fort Greene and Brooklyn Heights (CD2),6.9,7.8,7.4,PM 2.5,365
Winter 2021,22,303,6,Bedford Stuyvesant (CD3),6.8,7.5,7.1,PM 2.5,365
Winter 2021,22,304,6,Bushwick (CD4),6.8,7.9,7.3,PM 2.5,365
Winter 2021,22,305,6,East New York and Starrett City (CD5),6.3,7,6.7,PM 2.5,365
Winter 2021,22,306,6,Park Slope and Carroll Gardens (CD6),6.9,7.9,7.4,PM 2.5,365
Winter 2021,22,307,6,Sunset Park (CD7),6.6,8,7.3,PM 2.5,365
Winter 2021,22,308,6,Crown Heights and Prospect Heights (CD8),6.8,7.5,7.1,PM 2.5,365
Winter 2021,22,309,6,South Crown Heights and Lefferts Gardens (CD9),6.6,6.9,6.8,PM 2.5,365
Winter 2021,22,310,6,Bay Ridge and Dyker Heights (CD10),6.5,7.3,6.9,PM 2.5,365
Winter 2021,22,311,6,Bensonhurst (CD11),6.5,6.9,6.7,PM 2.5,365
Winter 2021,22,312,6,Borough Park (CD12),6.7,7,6.9,PM 2.5,365
Winter 2021,22,313,6,Coney Island (CD13),6.3,6.7,6.6,PM 2.5,365
Winter 2021,22,314,6,Flatbush and Midwood (CD14),6.5,6.9,6.7,PM 2.5,365
Winter 2021,22,315,6,Sheepshead Bay (CD15),6.3,6.8,6.5,PM 2.5,365
Winter 2021,22,316,6,Brownsville (CD16),6.6,6.9,6.8,PM 2.5,365
Winter 2021,22,317,6,East Flatbush (CD17),6.6,7,6.7,PM 2.5,365
Winter 2021,22,318,6,Flatlands and Canarsie (CD18),6.1,6.7,6.4,PM 2.5,365
Winter 2021,22,401,6,Long Island City and Astoria (CD1),6.4,7.6,7.1,PM 2.5,365
Winter 2021,22,402,6,Woodside and Sunnyside (CD2),7,7.6,7.3,PM 2.5,365
Winter 2021,22,403,6,Jackson Heights (CD3),6.6,7.5,7,PM 2.5,365
Winter 2021,22,404,6,Elmhurst and Corona (CD4),6.7,7.6,7.1,PM 2.5,365
Winter 2021,22,405,6,Ridgewood and Maspeth (CD5),6.3,7.5,6.9,PM 2.5,365
Winter 2021,22,406,6,Rego Park and Forest Hills (CD6),6.5,6.7,6.6,PM 2.5,365
Winter 2021,22,407,6,Flushing and Whitestone (CD7),6.6,7.6,7,PM 2.5,365
Winter 2021,22,408,6,Hillcrest and Fresh Meadows (CD8),6.4,6.7,6.5,PM 2.5,365
Winter 2021,22,409,6,Kew Gardens and Woodhaven (CD9),6.5,7,6.8,PM 2.5,365
Winter 2021,22,410,6,South Ozone Park and Howard Beach (CD10),6.2,6.6,6.3,PM 2.5,365
Winter 2021,22,411,6,Bayside and Little Neck (CD11),6.4,6.9,6.7,PM 2.5,365
Winter 2021,22,412,6,Jamaica and Hollis (CD12),6.3,7.1,6.6,PM 2.5,365
Winter 2021,22,413,6,Queens Village (CD13),6.2,6.7,6.4,PM 2.5,365
Winter 2021,22,414,6,Rockaway and Broad Channel (CD14),5.8,6.2,6,PM 2.5,365
Winter 2021,22,501,6,St. George and Stapleton (CD1),6.3,6.6,6.4,PM 2.5,365
Winter 2021,22,502,6,South Beach and Willowbrook (CD2),5.9,6.4,6.1,PM 2.5,365
Winter 2021,22,503,6,Tottenville and Great Kills (CD3),5.5,6,5.7,PM 2.5,365
Winter 2021,22,101,4,Kingsbridge - Riverdale,7.1,7.4,7.2,PM 2.5,365
Winter 2021,22,102,4,Northeast Bronx,7.2,7.5,7.3,PM 2.5,365
Winter 2021,22,103,4,Fordham - Bronx Pk,7.2,7.5,7.4,PM 2.5,365
Winter 2021,22,104,4,Pelham - Throgs Neck,6.9,7.7,7.2,PM 2.5,365
Winter 2021,22,105,4,Crotona -Tremont,7,7.6,7.3,PM 2.5,365
Winter 2021,22,106,4,High Bridge - Morrisania,6.8,7.4,7.1,PM 2.5,365
Winter 2021,22,107,4,Hunts Point - Mott Haven,6.4,7.8,7.3,PM 2.5,365
Winter 2021,22,201,4,Greenpoint,7,7.7,7.4,PM 2.5,365
Winter 2021,22,202,4,Downtown - Heights - Slope,6.9,7.9,7.4,PM 2.5,365
Winter 2021,22,203,4,Bedford Stuyvesant - Crown Heights,6.6,7.3,6.9,PM 2.5,365
Winter 2021,22,204,4,East New York,6.4,7,6.7,PM 2.5,365
Winter 2021,22,205,4,Sunset Park,6.6,8,7.3,PM 2.5,365
Winter 2021,22,206,4,Borough Park,6.7,6.9,6.8,PM 2.5,365
Winter 2021,22,207,4,East Flatbush - Flatbush,6.5,7,6.7,PM 2.5,365
Winter 2021,22,208,4,Canarsie - Flatlands,6.1,6.8,6.4,PM 2.5,365
Winter 2021,22,209,4,Bensonhurst - Bay Ridge,6.4,7.1,6.7,PM 2.5,365
Winter 2021,22,210,4,Coney Island - Sheepshead Bay,6.3,6.8,6.6,PM 2.5,365
Winter 2021,22,211,4,Williamsburg - Bushwick,6.8,8,7.4,PM 2.5,365
Winter 2021,22,301,4,Washington Heights,7.1,7.5,7.3,PM 2.5,365
Winter 2021,22,302,4,Central Harlem - Morningside Heights,6.9,7.3,7.1,PM 2.5,365
Winter 2021,22,303,4,East Harlem,6.8,7.2,7,PM 2.5,365
Winter 2021,22,304,4,Upper West Side,6.6,7,6.8,PM 2.5,365
Winter 2021,22,305,4,Upper East Side,6.8,7.5,7.1,PM 2.5,365
Winter 2021,22,306,4,Chelsea - Clinton,7.6,10.7,9.3,PM 2.5,365
Winter 2021,22,307,4,Gramercy Park - Murray Hill,7.5,10.3,8.8,PM 2.5,365
Winter 2021,22,308,4,Greenwich Village - SoHo,8.2,9.9,9,PM 2.5,365
Winter 2021,22,309,4,Union Square - Lower East Side,6.9,10.3,8.4,PM 2.5,365
Winter 2021,22,310,4,Lower Manhattan,7.5,8.6,8.1,PM 2.5,365
Winter 2021,22,401,4,Long Island City - Astoria,6.9,7.6,7.3,PM 2.5,365
Winter 2021,22,402,4,West Queens,6.7,7.7,7.1,PM 2.5,365
Winter 2021,22,403,4,Flushing - Clearview,6.6,7.6,6.9,PM 2.5,365
Winter 2021,22,404,4,Bayside - Little Neck,6.4,6.9,6.7,PM 2.5,365
Winter 2021,22,405,4,Ridgewood - Forest Hills,6.3,7.1,6.7,PM 2.5,365
Winter 2021,22,406,4,Fresh Meadows,6.4,6.6,6.5,PM 2.5,365
Winter 2021,22,407,4,Southwest Queens,6.2,6.8,6.5,PM 2.5,365
Winter 2021,22,408,4,Jamaica,6.3,7.1,6.6,PM 2.5,365
Winter 2021,22,409,4,Southeast Queens,6.2,6.6,6.4,PM 2.5,365
Winter 2021,22,410,4,Rockaways,5.8,6.2,6,PM 2.5,365
Winter 2021,22,501,4,Port Richmond,6.3,6.6,6.5,PM 2.5,365
Winter 2021,22,502,4,Stapleton - St. George,6.2,6.6,6.4,PM 2.5,365
Winter 2021,22,503,4,Willowbrook,5.9,6.3,6.1,PM 2.5,365
Winter 2021,22,504,4,South Beach - Tottenville,5.5,6.1,5.8,PM 2.5,365
Winter 2021,22,101,3,Kingsbridge - Riverdale,7.1,7.4,7.2,PM 2.5,365
Winter 2021,22,102,3,Northeast Bronx,7.2,7.5,7.3,PM 2.5,365
Winter 2021,22,103,3,Fordham - Bronx Pk,7.2,7.5,7.4,PM 2.5,365
Winter 2021,22,104,3,Pelham - Throgs Neck,6.9,7.7,7.2,PM 2.5,365
Winter 2021,22,201,3,Greenpoint,7,7.7,7.4,PM 2.5,365
Winter 2021,22,202,3,Downtown - Heights - Slope,6.9,7.9,7.4,PM 2.5,365
Winter 2021,22,203,3,Bedford Stuyvesant - Crown Heights,6.6,7.3,6.9,PM 2.5,365
Winter 2021,22,204,3,East New York,6.4,7,6.7,PM 2.5,365
Winter 2021,22,205,3,Sunset Park,6.6,8,7.3,PM 2.5,365
Winter 2021,22,206,3,Borough Park,6.7,6.9,6.8,PM 2.5,365
Winter 2021,22,207,3,East Flatbush - Flatbush,6.5,7,6.7,PM 2.5,365
Winter 2021,22,208,3,Canarsie - Flatlands,6.1,6.8,6.4,PM 2.5,365
Winter 2021,22,209,3,Bensonhurst - Bay Ridge,6.4,7.1,6.7,PM 2.5,365
Winter 2021,22,210,3,Coney Island - Sheepshead Bay,6.3,6.8,6.6,PM 2.5,365
Winter 2021,22,211,3,Williamsburg - Bushwick,6.8,8,7.4,PM 2.5,365
Winter 2021,22,301,3,Washington Heights,7.1,7.5,7.3,PM 2.5,365
Winter 2021,22,302,3,Central Harlem - Morningside Heights,6.9,7.3,7.1,PM 2.5,365
Winter 2021,22,303,3,East Harlem,6.8,7.2,7,PM 2.5,365
Winter 2021,22,304,3,Upper West Side,6.6,7,6.8,PM 2.5,365
Winter 2021,22,401,3,Long Island City - Astoria,6.9,7.6,7.3,PM 2.5,365
Winter 2021,22,402,3,West Queens,6.7,7.7,7.1,PM 2.5,365
Winter 2021,22,403,3,Flushing - Clearview,6.6,7.6,6.9,PM 2.5,365
Winter 2021,22,405,3,Ridgewood - Forest Hills,6.3,7.1,6.7,PM 2.5,365
Winter 2021,22,407,3,Southwest Queens,6.2,6.8,6.5,PM 2.5,365
Winter 2021,22,408,3,Jamaica,6.3,7.1,6.6,PM 2.5,365
Winter 2021,22,409,3,Southeast Queens,6.2,6.6,6.4,PM 2.5,365
Winter 2021,22,410,3,Rockaways,5.8,6.2,6,PM 2.5,365
Winter 2021,22,305307,3,Upper East Side-Gramercy,6.9,9.8,7.9,PM 2.5,365
Winter 2021,22,306308,3,Chelsea-Village  ,7.8,10.5,9.2,PM 2.5,365
Winter 2021,22,309310,3,Union Square-Lower Manhattan,7,10,8.3,PM 2.5,365
Winter 2021,22,404406,3,Bayside Little Neck-Fresh Meadows,6.4,6.8,6.6,PM 2.5,365
Winter 2021,22,501502,3,Northern SI,6.2,6.6,6.4,PM 2.5,365
Winter 2021,22,503504,3,Southern SI,5.6,6.2,5.9,PM 2.5,365
Winter 2021,22,105106107,3,South Bronx,6.8,7.7,7.2,PM 2.5,365
Winter 2021,22,1,1,Bronx,6.9,7.6,7.3,PM 2.5,365
Winter 2021,22,2,1,Brooklyn,6.4,7.5,6.9,PM 2.5,365
Winter 2021,22,3,1,Manhattan,6.8,9.9,7.9,PM 2.5,365
Winter 2021,22,4,1,Queens,6.2,7.3,6.7,PM 2.5,365
Winter 2021,22,5,1,Staten Island,5.6,6.5,6.1,PM 2.5,365
Winter 2021,22,1,0,New York City,6,7.5,6.8,PM 2.5,365
Annual Average 2021,,101,6,Financial District (CD1),7.3,8,7.7,PM 2.5,365
Annual Average 2021,,102,6,Greenwich Village and Soho (CD2),8,9,8.5,PM 2.5,365
Annual Average 2021,,103,6,Lower East Side and Chinatown (CD3),6.8,8.6,7.6,PM 2.5,365
Annual Average 2021,,104,6,Clinton and Chelsea (CD4),7.4,8.8,8.1,PM 2.5,365
Annual Average 2021,,105,6,Midtown (CD5),8.3,9.4,8.9,PM 2.5,365
Annual Average 2021,,106,6,Stuyvesant Town and Turtle Bay (CD6),7.3,8.6,7.9,PM 2.5,365
Annual Average 2021,,107,6,Upper West Side (CD7),6.6,7,6.8,PM 2.5,365
Annual Average 2021,,108,6,Upper East Side (CD8),6.7,7.4,7,PM 2.5,365
Annual Average 2021,,109,6,Morningside Heights and Hamilton Heights (CD9),6.7,6.9,6.8,PM 2.5,365
Annual Average 2021,,110,6,Central Harlem (CD10),6.7,6.8,6.8,PM 2.5,365
Annual Average 2021,,111,6,East Harlem (CD11),6.7,6.9,6.8,PM 2.5,365
Annual Average 2021,,112,6,Washington Heights and Inwood (CD12),6.6,7.6,6.9,PM 2.5,365
Annual Average 2021,,201,6,Mott Haven and Melrose (CD1),6.3,7.7,6.8,PM 2.5,365
Annual Average 2021,,202,6,Hunts Point and Longwood (CD2),6.6,8.3,7.3,PM 2.5,365
Annual Average 2021,,203,6,Morrisania and Crotona (CD3),6.6,6.9,6.7,PM 2.5,365
Annual Average 2021,,204,6,Highbridge and Concourse (CD4),6.4,7,6.7,PM 2.5,365
Annual Average 2021,,205,6,Fordham and University Heights (CD5),6.5,7,6.8,PM 2.5,365
Annual Average 2021,,206,6,Belmont and East Tremont (CD6),6.6,7,6.8,PM 2.5,365
Annual Average 2021,,207,6,Kingsbridge Heights and Bedford (CD7),6.5,6.9,6.6,PM 2.5,365
Annual Average 2021,,208,6,Riverdale and Fieldston (CD8),6.4,6.8,6.5,PM 2.5,365
Annual Average 2021,,209,6,Parkchester and Soundview (CD9),6.3,7.1,6.7,PM 2.5,365
Annual Average 2021,,210,6,Throgs Neck and Co-op City (CD10),6.2,6.8,6.5,PM 2.5,365
Annual Average 2021,,211,6,Morris Park and Bronxdale (CD11),6.4,6.7,6.6,PM 2.5,365
Annual Average 2021,,212,6,Williamsbridge and Baychester (CD12),6.4,6.6,6.5,PM 2.5,365
Annual Average 2021,,301,6,Greenpoint and Williamsburg (CD1),7,8.7,7.7,PM 2.5,365
Annual Average 2021,,302,6,Fort Greene and Brooklyn Heights (CD2),6.8,7.3,7.1,PM 2.5,365
Annual Average 2021,,303,6,Bedford Stuyvesant (CD3),6.5,7.7,6.8,PM 2.5,365
Annual Average 2021,,304,6,Bushwick (CD4),6.4,7.6,6.9,PM 2.5,365
Annual Average 2021,,305,6,East New York and Starrett City (CD5),6.1,7,6.5,PM 2.5,365
Annual Average 2021,,306,6,Park Slope and Carroll Gardens (CD6),6.7,7.5,7.1,PM 2.5,365
Annual Average 2021,,307,6,Sunset Park (CD7),6.4,7.9,7,PM 2.5,365
Annual Average 2021,,308,6,Crown Heights and Prospect Heights (CD8),6.5,7,6.7,PM 2.5,365
Annual Average 2021,,309,6,South Crown Heights and Lefferts Gardens (CD9),6.4,6.6,6.5,PM 2.5,365
Annual Average 2021,,310,6,Bay Ridge and Dyker Heights (CD10),6.3,6.9,6.5,PM 2.5,365
Annual Average 2021,,311,6,Bensonhurst (CD11),6.3,6.5,6.4,PM 2.5,365
Annual Average 2021,,312,6,Borough Park (CD12),6.3,6.6,6.5,PM 2.5,365
Annual Average 2021,,313,6,Coney Island (CD13),6.1,6.4,6.3,PM 2.5,365
Annual Average 2021,,314,6,Flatbush and Midwood (CD14),6.3,6.6,6.4,PM 2.5,365
Annual Average 2021,,315,6,Sheepshead Bay (CD15),6.1,6.4,6.3,PM 2.5,365
Annual Average 2021,,316,6,Brownsville (CD16),6.3,6.8,6.5,PM 2.5,365
Annual Average 2021,,317,6,East Flatbush (CD17),6.3,6.7,6.5,PM 2.5,365
Annual Average 2021,,318,6,Flatlands and Canarsie (CD18),6,6.4,6.2,PM 2.5,365
Annual Average 2021,,401,6,Long Island City and Astoria (CD1),6.2,7.2,6.8,PM 2.5,365
Annual Average 2021,,402,6,Woodside and Sunnyside (CD2),6.7,8.8,7.6,PM 2.5,365
Annual Average 2021,,403,6,Jackson Heights (CD3),6.4,7,6.6,PM 2.5,365
Annual Average 2021,,404,6,Elmhurst and Corona (CD4),6.5,7,6.7,PM 2.5,365
Annual Average 2021,,405,6,Ridgewood and Maspeth (CD5),6.2,8,7,PM 2.5,365
Annual Average 2021,,406,6,Rego Park and Forest Hills (CD6),6.3,6.6,6.4,PM 2.5,365
Annual Average 2021,,407,6,Flushing and Whitestone (CD7),6.2,6.9,6.5,PM 2.5,365
Annual Average 2021,,408,6,Hillcrest and Fresh Meadows (CD8),6.2,6.5,6.3,PM 2.5,365
Annual Average 2021,,409,6,Kew Gardens and Woodhaven (CD9),6.3,6.7,6.5,PM 2.5,365
Annual Average 2021,,410,6,South Ozone Park and Howard Beach (CD10),6.1,6.3,6.2,PM 2.5,365
Annual Average 2021,,411,6,Bayside and Little Neck (CD11),6.1,6.5,6.3,PM 2.5,365
Annual Average 2021,,412,6,Jamaica and Hollis (CD12),6.1,6.8,6.3,PM 2.5,365
Annual Average 2021,,413,6,Queens Village (CD13),6,6.8,6.3,PM 2.5,365
Annual Average 2021,,414,6,Rockaway and Broad Channel (CD14),5.9,6,5.9,PM 2.5,365
Annual Average 2021,,501,6,St. George and Stapleton (CD1),6.2,6.5,6.3,PM 2.5,365
Annual Average 2021,,502,6,South Beach and Willowbrook (CD2),6.1,6.3,6.2,PM 2.5,365
Annual Average 2021,,503,6,Tottenville and Great Kills (CD3),5.9,6.1,6,PM 2.5,365
Annual Average 2021,,101,4,Kingsbridge - Riverdale,6.4,6.9,6.6,PM 2.5,365
Annual Average 2021,,102,4,Northeast Bronx,6.4,6.7,6.5,PM 2.5,365
Annual Average 2021,,103,4,Fordham - Bronx Pk,6.4,6.8,6.6,PM 2.5,365
Annual Average 2021,,104,4,Pelham - Throgs Neck,6.3,7,6.6,PM 2.5,365
Annual Average 2021,,105,4,Crotona -Tremont,6.5,7.1,6.8,PM 2.5,365
Annual Average 2021,,106,4,High Bridge - Morrisania,6.4,6.9,6.6,PM 2.5,365
Annual Average 2021,,107,4,Hunts Point - Mott Haven,6.2,7.9,7,PM 2.5,365
Annual Average 2021,,201,4,Greenpoint,7,8.5,7.7,PM 2.5,365
Annual Average 2021,,202,4,Downtown - Heights - Slope,6.7,7.5,7.1,PM 2.5,365
Annual Average 2021,,203,4,Bedford Stuyvesant - Crown Heights,6.4,6.9,6.6,PM 2.5,365
Annual Average 2021,,204,4,East New York,6.2,7,6.5,PM 2.5,365
Annual Average 2021,,205,4,Sunset Park,6.4,7.9,7,PM 2.5,365
Annual Average 2021,,206,4,Borough Park,6.3,6.6,6.4,PM 2.5,365
Annual Average 2021,,207,4,East Flatbush - Flatbush,6.3,6.6,6.4,PM 2.5,365
Annual Average 2021,,208,4,Canarsie - Flatlands,6,6.6,6.3,PM 2.5,365
Annual Average 2021,,209,4,Bensonhurst - Bay Ridge,6.2,6.7,6.4,PM 2.5,365
Annual Average 2021,,210,4,Coney Island - Sheepshead Bay,6.1,6.4,6.3,PM 2.5,365
Annual Average 2021,,211,4,Williamsburg - Bushwick,6.5,8.3,7.2,PM 2.5,365
Annual Average 2021,,301,4,Washington Heights,6.6,7.4,6.9,PM 2.5,365
Annual Average 2021,,302,4,Central Harlem - Morningside Heights,6.7,6.9,6.8,PM 2.5,365
Annual Average 2021,,303,4,East Harlem,6.7,6.9,6.8,PM 2.5,365
Annual Average 2021,,304,4,Upper West Side,6.6,7,6.8,PM 2.5,365
Annual Average 2021,,305,4,Upper East Side,6.7,7.4,7,PM 2.5,365
Annual Average 2021,,306,4,Chelsea - Clinton,7.5,9.3,8.4,PM 2.5,365
Annual Average 2021,,307,4,Gramercy Park - Murray Hill,7.4,9.1,8.2,PM 2.5,365
Annual Average 2021,,308,4,Greenwich Village - SoHo,7.8,8.7,8.2,PM 2.5,365
Annual Average 2021,,309,4,Union Square - Lower East Side,6.8,9,7.8,PM 2.5,365
Annual Average 2021,,310,4,Lower Manhattan,7.3,7.9,7.6,PM 2.5,365
Annual Average 2021,,401,4,Long Island City - Astoria,6.6,8,7.2,PM 2.5,365
Annual Average 2021,,402,4,West Queens,6.4,8.5,7.1,PM 2.5,365
Annual Average 2021,,403,4,Flushing - Clearview,6.2,6.9,6.5,PM 2.5,365
Annual Average 2021,,404,4,Bayside - Little Neck,6.1,6.5,6.3,PM 2.5,365
Annual Average 2021,,405,4,Ridgewood - Forest Hills,6.2,6.9,6.5,PM 2.5,365
Annual Average 2021,,406,4,Fresh Meadows,6.2,6.4,6.3,PM 2.5,365
Annual Average 2021,,407,4,Southwest Queens,6.1,6.5,6.3,PM 2.5,365
Annual Average 2021,,408,4,Jamaica,6.1,6.8,6.4,PM 2.5,365
Annual Average 2021,,409,4,Southeast Queens,6,6.3,6.2,PM 2.5,365
Annual Average 2021,,410,4,Rockaways,5.9,6,5.9,PM 2.5,365
Annual Average 2021,,501,4,Port Richmond,6.2,6.5,6.4,PM 2.5,365
Annual Average 2021,,502,4,Stapleton - St. George,6.1,6.4,6.2,PM 2.5,365
Annual Average 2021,,503,4,Willowbrook,6.1,6.4,6.2,PM 2.5,365
Annual Average 2021,,504,4,South Beach - Tottenville,5.9,6.1,6,PM 2.5,365
Annual Average 2021,,101,3,Kingsbridge - Riverdale,6.4,6.9,6.6,PM 2.5,365
Annual Average 2021,,102,3,Northeast Bronx,6.4,6.7,6.5,PM 2.5,365
Annual Average 2021,,103,3,Fordham - Bronx Pk,6.4,6.8,6.6,PM 2.5,365
Annual Average 2021,,104,3,Pelham - Throgs Neck,6.3,7,6.6,PM 2.5,365
Annual Average 2021,,201,3,Greenpoint,7,8.5,7.7,PM 2.5,365
Annual Average 2021,,202,3,Downtown - Heights - Slope,6.7,7.5,7.1,PM 2.5,365
Annual Average 2021,,203,3,Bedford Stuyvesant - Crown Heights,6.4,6.9,6.6,PM 2.5,365
Annual Average 2021,,204,3,East New York,6.2,7,6.5,PM 2.5,365
Annual Average 2021,,205,3,Sunset Park,6.4,7.9,7,PM 2.5,365
Annual Average 2021,,206,3,Borough Park,6.3,6.6,6.4,PM 2.5,365
Annual Average 2021,,207,3,East Flatbush - Flatbush,6.3,6.6,6.4,PM 2.5,365
Annual Average 2021,,208,3,Canarsie - Flatlands,6,6.6,6.3,PM 2.5,365
Annual Average 2021,,209,3,Bensonhurst - Bay Ridge,6.2,6.7,6.4,PM 2.5,365
Annual Average 2021,,210,3,Coney Island - Sheepshead Bay,6.1,6.4,6.3,PM 2.5,365
Annual Average 2021,,211,3,Williamsburg - Bushwick,6.5,8.3,7.2,PM 2.5,365
Annual Average 2021,,301,3,Washington Heights,6.6,7.4,6.9,PM 2.5,365
Annual Average 2021,,302,3,Central Harlem - Morningside Heights,6.7,6.9,6.8,PM 2.5,365
Annual Average 2021,,303,3,East Harlem,6.7,6.9,6.8,PM 2.5,365
Annual Average 2021,,304,3,Upper West Side,6.6,7,6.8,PM 2.5,365
Annual Average 2021,,401,3,Long Island City - Astoria,6.6,8,7.2,PM 2.5,365
Annual Average 2021,,402,3,West Queens,6.4,8.5,7.1,PM 2.5,365
Annual Average 2021,,403,3,Flushing - Clearview,6.2,6.9,6.5,PM 2.5,365
Annual Average 2021,,405,3,Ridgewood - Forest Hills,6.2,6.9,6.5,PM 2.5,365
Annual Average 2021,,407,3,Southwest Queens,6.1,6.5,6.3,PM 2.5,365
Annual Average 2021,,408,3,Jamaica,6.1,6.8,6.4,PM 2.5,365
Annual Average 2021,,409,3,Southeast Queens,6,6.3,6.2,PM 2.5,365
Annual Average 2021,,410,3,Rockaways,5.9,6,5.9,PM 2.5,365
Annual Average 2021,,305307,3,Upper East Side-Gramercy,6.8,8.8,7.6,PM 2.5,365
Annual Average 2021,,306308,3,Chelsea-Village  ,7.6,9.2,8.4,PM 2.5,365
Annual Average 2021,,309310,3,Union Square-Lower Manhattan,6.9,8.9,7.7,PM 2.5,365
Annual Average 2021,,404406,3,Bayside Little Neck-Fresh Meadows,6.1,6.5,6.3,PM 2.5,365
Annual Average 2021,,501502,3,Northern SI,6.1,6.4,6.3,PM 2.5,365
Annual Average 2021,,503504,3,Southern SI,6,6.2,6.1,PM 2.5,365
Annual Average 2021,,105106107,3,South Bronx,6.4,7.4,6.8,PM 2.5,365
Annual Average 2021,,1,1,Bronx,6.4,7,6.6,PM 2.5,365
Annual Average 2021,,2,1,Brooklyn,6.2,7.3,6.6,PM 2.5,365
Annual Average 2021,,3,1,Manhattan,6.7,8.7,7.4,PM 2.5,365
Annual Average 2021,,4,1,Queens,6,7,6.5,PM 2.5,365
Annual Average 2021,,5,1,Staten Island,6,6.4,6.2,PM 2.5,365
Annual Average 2021,,1,0,New York City,6.1,7.2,6.5,PM 2.5,365
Summer 2021,,101,6,Financial District (CD1),9.3,10,9.7,PM 2.5,365
Summer 2021,,102,6,Greenwich Village and Soho (CD2),9.9,11.1,10.5,PM 2.5,365
Summer 2021,,103,6,Lower East Side and Chinatown (CD3),8.8,10.7,9.6,PM 2.5,365
Summer 2021,,104,6,Clinton and Chelsea (CD4),9.2,10.9,10,PM 2.5,365
Summer 2021,,105,6,Midtown (CD5),10.3,11.4,10.9,PM 2.5,365
Summer 2021,,106,6,Stuyvesant Town and Turtle Bay (CD6),9.2,10.6,9.8,PM 2.5,365
Summer 2021,,107,6,Upper West Side (CD7),8.6,8.9,8.7,PM 2.5,365
Summer 2021,,108,6,Upper East Side (CD8),8.6,9.2,8.9,PM 2.5,365
Summer 2021,,109,6,Morningside Heights and Hamilton Heights (CD9),8.7,8.9,8.8,PM 2.5,365
Summer 2021,,110,6,Central Harlem (CD10),8.7,8.9,8.8,PM 2.5,365
Summer 2021,,111,6,East Harlem (CD11),8.6,8.8,8.7,PM 2.5,365
Summer 2021,,112,6,Washington Heights and Inwood (CD12),8.7,9.1,8.8,PM 2.5,365
Summer 2021,,201,6,Mott Haven and Melrose (CD1),8.3,9.7,8.8,PM 2.5,365
Summer 2021,,202,6,Hunts Point and Longwood (CD2),8.7,10.4,9.3,PM 2.5,365
Summer 2021,,203,6,Morrisania and Crotona (CD3),8.6,8.8,8.7,PM 2.5,365
Summer 2021,,204,6,Highbridge and Concourse (CD4),8.4,8.8,8.6,PM 2.5,365
Summer 2021,,205,6,Fordham and University Heights (CD5),8.5,8.9,8.7,PM 2.5,365
Summer 2021,,206,6,Belmont and East Tremont (CD6),8.6,8.9,8.8,PM 2.5,365
Summer 2021,,207,6,Kingsbridge Heights and Bedford (CD7),8.6,8.9,8.7,PM 2.5,365
Summer 2021,,208,6,Riverdale and Fieldston (CD8),8.6,8.8,8.7,PM 2.5,365
Summer 2021,,209,6,Parkchester and Soundview (CD9),8.3,8.9,8.6,PM 2.5,365
Summer 2021,,210,6,Throgs Neck and Co-op City (CD10),8.2,8.8,8.4,PM 2.5,365
Summer 2021,,211,6,Morris Park and Bronxdale (CD11),8.4,8.8,8.6,PM 2.5,365
Summer 2021,,212,6,Williamsbridge and Baychester (CD12),8.5,8.6,8.6,PM 2.5,365
Summer 2021,,301,6,Greenpoint and Williamsburg (CD1),8.9,10.8,9.7,PM 2.5,365
Summer 2021,,302,6,Fort Greene and Brooklyn Heights (CD2),8.8,9.3,9.1,PM 2.5,365
Summer 2021,,303,6,Bedford Stuyvesant (CD3),8.4,9.7,8.8,PM 2.5,365
Summer 2021,,304,6,Bushwick (CD4),8.2,9.6,8.8,PM 2.5,365
Summer 2021,,305,6,East New York and Starrett City (CD5),7.8,8.7,8.3,PM 2.5,365
Summer 2021,,306,6,Park Slope and Carroll Gardens (CD6),8.7,9.5,9.1,PM 2.5,365
Summer 2021,,307,6,Sunset Park (CD7),8.3,9.9,9,PM 2.5,365
Summer 2021,,308,6,Crown Heights and Prospect Heights (CD8),8.4,9,8.6,PM 2.5,365
Summer 2021,,309,6,South Crown Heights and Lefferts Gardens (CD9),8.3,8.5,8.4,PM 2.5,365
Summer 2021,,310,6,Bay Ridge and Dyker Heights (CD10),8.2,8.7,8.5,PM 2.5,365
Summer 2021,,311,6,Bensonhurst (CD11),8.1,8.4,8.2,PM 2.5,365
Summer 2021,,312,6,Borough Park (CD12),8.2,8.5,8.4,PM 2.5,365
Summer 2021,,313,6,Coney Island (CD13),7.9,8.1,8,PM 2.5,365
Summer 2021,,314,6,Flatbush and Midwood (CD14),8.1,8.5,8.3,PM 2.5,365
Summer 2021,,315,6,Sheepshead Bay (CD15),7.8,8.2,8,PM 2.5,365
Summer 2021,,316,6,Brownsville (CD16),8.2,8.6,8.3,PM 2.5,365
